type,series,subplot,scale,total_species,native,non_native,invasive,naturalised,casual,neophyte,archaeophyte
p_a,UA21,NW,0.01,12,12,0,0,0,0,0,0
p_a,UA21,NW,0.1,19,19,0,0,0,0,0,0
p_a,UA21,NW,1,32,31,1,0,1,0,0,1
p_a,UA21,NW,10,41,40,1,0,1,0,0,1
p_a,UA21,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UA21,SE,0.001,3,3,0,0,0,0,0,0
p_a,UA21,SE,0.01,4,4,0,0,0,0,0,0
p_a,UA21,SE,0.1,12,12,0,0,0,0,0,0
p_a,UA21,SE,1,20,20,0,0,0,0,0,0
p_a,UA21,SE,10,31,30,1,0,1,0,0,1
p_a,UA21,x,100,58,56,2,0,2,0,0,2
p_a,UAS01,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS01,NW,0.001,4,4,0,0,0,0,0,0
p_a,UAS01,NW,0.01,7,6,1,0,1,0,0,1
p_a,UAS01,NW,0.1,10,9,1,0,1,0,0,1
p_a,UAS01,NW,1,14,13,1,0,1,0,0,1
p_a,UAS01,NW,10,24,21,3,0,3,0,0,3
p_a,UAS01,SE,1e-4,3,2,1,0,1,0,0,1
p_a,UAS01,SE,0.001,6,5,1,0,1,0,0,1
p_a,UAS01,SE,0.01,9,7,2,0,2,0,0,2
p_a,UAS01,SE,0.1,14,12,2,0,2,0,0,2
p_a,UAS01,SE,1,21,17,4,1,3,0,1,3
p_a,UAS01,SE,10,32,25,7,1,6,0,1,6
p_a,UAS01,x,100,45,34,11,2,9,0,1,10
p_a,UAS02,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UAS02,NW,0.001,2,2,0,0,0,0,0,0
p_a,UAS02,NW,0.01,3,3,0,0,0,0,0,0
p_a,UAS02,NW,0.1,15,15,0,0,0,0,0,0
p_a,UAS02,NW,1,26,25,1,0,1,0,0,1
p_a,UAS02,NW,10,42,35,7,2,5,0,1,6
p_a,UAS02,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS02,SE,0.001,2,2,0,0,0,0,0,0
p_a,UAS02,SE,0.01,4,4,0,0,0,0,0,0
p_a,UAS02,SE,0.1,14,13,1,1,0,0,0,1
p_a,UAS02,SE,1,25,22,3,1,2,0,0,3
p_a,UAS02,SE,10,44,37,7,1,6,0,0,7
p_a,UAS02,x,100,65,53,12,2,10,0,1,11
p_a,UAS03,NW,1e-4,9,8,1,0,1,0,0,1
p_a,UAS03,NW,0.001,11,10,1,0,1,0,0,1
p_a,UAS03,NW,0.01,13,12,1,0,1,0,0,1
p_a,UAS03,NW,0.1,13,12,1,0,1,0,0,1
p_a,UAS03,NW,1,13,12,1,0,1,0,0,1
p_a,UAS03,NW,10,13,12,1,0,1,0,0,1
p_a,UAS03,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UAS03,SE,0.001,5,5,0,0,0,0,0,0
p_a,UAS03,SE,0.01,8,8,0,0,0,0,0,0
p_a,UAS03,SE,0.1,9,9,0,0,0,0,0,0
p_a,UAS03,SE,1,15,14,1,0,1,0,0,1
p_a,UAS03,SE,10,20,17,3,0,3,0,0,3
p_a,UAS03,x,100,35,25,10,0,10,0,0,10
p_a,UAS04,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS04,NW,0.001,4,3,1,1,0,0,0,1
p_a,UAS04,NW,0.01,14,10,4,1,3,0,0,4
p_a,UAS04,NW,0.1,23,16,7,1,6,0,0,7
p_a,UAS04,NW,1,32,23,9,1,8,0,0,9
p_a,UAS04,NW,10,46,34,12,1,11,0,0,12
p_a,UAS04,SE,1e-4,1,1,0,0,0,0,0,0
p_a,UAS04,SE,0.001,3,3,0,0,0,0,0,0
p_a,UAS04,SE,0.01,9,5,4,1,3,0,0,4
p_a,UAS04,SE,0.1,17,12,5,1,4,0,0,5
p_a,UAS04,SE,1,21,15,6,1,5,0,0,6
p_a,UAS04,SE,10,42,32,10,1,9,0,0,10
p_a,UAS04,x,100,60,46,14,1,13,0,0,14
p_a,UAS05,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UAS05,NW,0.001,4,4,0,0,0,0,0,0
p_a,UAS05,NW,0.01,6,6,0,0,0,0,0,0
p_a,UAS05,NW,0.1,15,15,0,0,0,0,0,0
p_a,UAS05,NW,1,22,21,1,1,0,0,1,0
p_a,UAS05,NW,10,37,35,2,1,1,0,1,1
p_a,UAS05,SE,1e-4,1,1,0,0,0,0,0,0
p_a,UAS05,SE,0.001,1,1,0,0,0,0,0,0
p_a,UAS05,SE,0.01,4,4,0,0,0,0,0,0
p_a,UAS05,SE,0.1,14,14,0,0,0,0,0,0
p_a,UAS05,SE,1,26,25,1,0,1,0,0,1
p_a,UAS05,SE,10,38,36,2,1,1,0,0,2
p_a,UAS05,x,100,52,46,6,2,4,0,1,5
p_a,UAS06,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS06,NW,0.001,2,2,0,0,0,0,0,0
p_a,UAS06,NW,0.01,7,7,0,0,0,0,0,0
p_a,UAS06,NW,0.1,16,14,2,0,2,0,0,2
p_a,UAS06,NW,1,22,20,2,0,2,0,0,2
p_a,UAS06,NW,10,29,24,5,0,5,0,0,5
p_a,UAS06,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS06,SE,0.001,4,4,0,0,0,0,0,0
p_a,UAS06,SE,0.01,11,9,2,0,2,0,0,2
p_a,UAS06,SE,0.1,19,16,3,0,3,0,0,3
p_a,UAS06,SE,1,27,23,4,0,4,0,0,4
p_a,UAS06,SE,10,41,31,10,1,9,0,0,10
p_a,UAS06,x,100,49,38,11,1,10,0,0,11
p_a,UAS09,NW,1e-4,3,3,0,0,0,0,0,0
p_a,UAS09,NW,0.001,6,6,0,0,0,0,0,0
p_a,UAS09,NW,0.01,9,9,0,0,0,0,0,0
p_a,UAS09,NW,0.1,13,13,0,0,0,0,0,0
p_a,UAS09,NW,1,16,15,1,0,1,0,0,1
p_a,UAS09,NW,10,26,24,2,0,2,0,0,2
p_a,UAS09,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS09,SE,0.001,5,4,1,0,1,0,0,1
p_a,UAS09,SE,0.01,6,5,1,0,1,0,0,1
p_a,UAS09,SE,0.1,14,12,2,0,2,0,0,2
p_a,UAS09,SE,1,17,15,2,0,2,0,0,2
p_a,UAS09,SE,10,29,27,2,0,2,0,0,2
p_a,UAS09,x,100,39,35,4,0,4,0,0,4
p_a,UAS10,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS10,NW,0.001,2,2,0,0,0,0,0,0
p_a,UAS10,NW,0.01,3,3,0,0,0,0,0,0
p_a,UAS10,NW,0.1,6,6,0,0,0,0,0,0
p_a,UAS10,NW,1,16,16,0,0,0,0,0,0
p_a,UAS10,NW,10,21,19,2,0,2,0,0,2
p_a,UAS10,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS10,SE,0.001,4,4,0,0,0,0,0,0
p_a,UAS10,SE,0.01,5,5,0,0,0,0,0,0
p_a,UAS10,SE,0.1,12,10,2,0,2,0,0,2
p_a,UAS10,SE,1,19,15,4,0,4,0,0,4
p_a,UAS10,SE,10,27,23,4,0,4,0,0,4
p_a,UAS10,x,100,32,28,4,0,4,0,0,4
p_a,UAS11,NE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS11,NE,0.001,2,2,0,0,0,0,0,0
p_a,UAS11,NE,0.01,2,2,0,0,0,0,0,0
p_a,UAS11,NE,0.1,5,5,0,0,0,0,0,0
p_a,UAS11,NE,1,11,11,0,0,0,0,0,0
p_a,UAS11,NE,10,15,14,1,1,0,0,0,1
p_a,UAS11,SW,1e-4,1,1,0,0,0,0,0,0
p_a,UAS11,SW,0.001,1,1,0,0,0,0,0,0
p_a,UAS11,SW,0.01,4,4,0,0,0,0,0,0
p_a,UAS11,SW,0.1,6,6,0,0,0,0,0,0
p_a,UAS11,SW,1,11,11,0,0,0,0,0,0
p_a,UAS11,SW,10,17,17,0,0,0,0,0,0
p_a,UAS11,x,100,28,26,2,1,1,0,0,2
p_a,UAS12,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UAS12,NW,0.001,3,3,0,0,0,0,0,0
p_a,UAS12,NW,0.01,8,7,1,0,1,0,0,1
p_a,UAS12,NW,0.1,16,14,2,0,2,0,0,2
p_a,UAS12,NW,1,22,19,3,0,3,0,0,3
p_a,UAS12,NW,10,32,28,4,0,4,0,0,4
p_a,UAS12,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS12,SE,0.001,4,3,1,0,1,0,0,1
p_a,UAS12,SE,0.01,8,6,2,0,2,0,0,2
p_a,UAS12,SE,0.1,19,15,4,0,4,0,0,4
p_a,UAS12,SE,1,27,22,5,0,5,0,0,5
p_a,UAS12,SE,10,39,32,7,1,6,0,0,7
p_a,UAS12,x,100,48,38,10,1,9,0,0,10
p_a,UAS13,NW,1e-4,6,5,1,0,1,0,0,1
p_a,UAS13,NW,0.001,8,7,1,0,1,0,0,1
p_a,UAS13,NW,0.01,11,10,1,0,1,0,0,1
p_a,UAS13,NW,0.1,14,13,1,0,1,0,0,1
p_a,UAS13,NW,1,27,23,4,0,4,0,0,4
p_a,UAS13,NW,10,38,33,5,0,5,0,0,5
p_a,UAS13,SE,1e-4,3,2,1,0,1,0,0,1
p_a,UAS13,SE,0.001,6,5,1,0,1,0,0,1
p_a,UAS13,SE,0.01,9,8,1,0,1,0,0,1
p_a,UAS13,SE,0.1,14,12,2,0,2,0,0,2
p_a,UAS13,SE,1,25,21,4,1,3,0,0,4
p_a,UAS13,SE,10,36,31,5,1,4,0,0,5
p_a,UAS13,x,100,52,44,8,2,6,0,1,7
p_a,UAS14,NW,1e-4,3,3,0,0,0,0,0,0
p_a,UAS14,NW,0.001,6,6,0,0,0,0,0,0
p_a,UAS14,NW,0.01,10,10,0,0,0,0,0,0
p_a,UAS14,NW,0.1,13,13,0,0,0,0,0,0
p_a,UAS14,NW,1,16,16,0,0,0,0,0,0
p_a,UAS14,NW,10,26,26,0,0,0,0,0,0
p_a,UAS14,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS14,SE,0.001,3,3,0,0,0,0,0,0
p_a,UAS14,SE,0.01,5,5,0,0,0,0,0,0
p_a,UAS14,SE,0.1,8,8,0,0,0,0,0,0
p_a,UAS14,SE,1,15,15,0,0,0,0,0,0
p_a,UAS14,SE,10,29,28,1,0,1,0,0,1
p_a,UAS14,x,100,45,44,1,0,1,0,0,1
p_a,UAS15,N,1e-4,1,1,0,0,0,0,0,0
p_a,UAS15,N,0.001,3,3,0,0,0,0,0,0
p_a,UAS15,N,0.01,6,6,0,0,0,0,0,0
p_a,UAS15,N,0.1,9,8,1,0,1,0,0,1
p_a,UAS15,N,1,13,12,1,0,1,0,0,1
p_a,UAS15,N,10,18,17,1,0,1,0,0,1
p_a,UAS15,S,1e-4,1,1,0,0,0,0,0,0
p_a,UAS15,S,0.001,1,1,0,0,0,0,0,0
p_a,UAS15,S,0.01,3,3,0,0,0,0,0,0
p_a,UAS15,S,0.1,4,4,0,0,0,0,0,0
p_a,UAS15,S,1,5,5,0,0,0,0,0,0
p_a,UAS15,S,10,12,12,0,0,0,0,0,0
p_a,UAS15,x,100,25,23,2,0,2,0,0,2
p_a,UAS16,NW,1e-4,3,3,0,0,0,0,0,0
p_a,UAS16,NW,0.001,5,5,0,0,0,0,0,0
p_a,UAS16,NW,0.01,7,6,1,0,1,0,0,1
p_a,UAS16,NW,0.1,9,8,1,0,1,0,0,1
p_a,UAS16,NW,1,13,11,2,0,2,0,0,2
p_a,UAS16,NW,10,15,12,3,1,2,0,1,2
p_a,UAS16,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UAS16,SE,0.001,6,6,0,0,0,0,0,0
p_a,UAS16,SE,0.01,10,8,2,0,2,0,0,2
p_a,UAS16,SE,0.1,13,11,2,0,2,0,0,2
p_a,UAS16,SE,1,16,14,2,0,2,0,0,2
p_a,UAS16,SE,10,21,17,4,0,4,0,0,4
p_a,UAS16,x,100,25,19,6,1,5,0,1,5
p_a,UAS17,NW,1e-4,3,3,0,0,0,0,0,0
p_a,UAS17,NW,0.001,5,5,0,0,0,0,0,0
p_a,UAS17,NW,0.01,12,11,1,0,1,0,0,1
p_a,UAS17,NW,0.1,16,15,1,0,1,0,0,1
p_a,UAS17,NW,1,25,23,2,0,2,0,0,2
p_a,UAS17,NW,10,31,29,2,0,2,0,0,2
p_a,UAS17,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS17,SE,0.001,4,4,0,0,0,0,0,0
p_a,UAS17,SE,0.01,12,11,1,0,1,0,0,1
p_a,UAS17,SE,0.1,13,12,1,0,1,0,0,1
p_a,UAS17,SE,1,25,20,5,1,4,0,1,4
p_a,UAS17,SE,10,28,22,6,1,5,0,1,5
p_a,UAS17,x,100,39,33,6,1,5,0,1,5
p_a,UAS18,NE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS18,NE,0.001,6,6,0,0,0,0,0,0
p_a,UAS18,NE,0.01,9,9,0,0,0,0,0,0
p_a,UAS18,NE,0.1,15,14,1,0,1,0,0,1
p_a,UAS18,NE,1,24,23,1,0,1,0,0,1
p_a,UAS18,NE,10,32,31,1,0,1,0,0,1
p_a,UAS18,SW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS18,SW,0.001,2,2,0,0,0,0,0,0
p_a,UAS18,SW,0.01,4,4,0,0,0,0,0,0
p_a,UAS18,SW,0.1,12,12,0,0,0,0,0,0
p_a,UAS18,SW,1,19,19,0,0,0,0,0,0
p_a,UAS18,SW,10,30,28,2,1,1,0,0,2
p_a,UAS18,x,100,47,42,5,1,4,0,0,5
p_a,UAS19,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS19,NW,0.001,4,4,0,0,0,0,0,0
p_a,UAS19,NW,0.01,14,12,2,0,2,0,0,2
p_a,UAS19,NW,0.1,21,16,5,0,5,0,0,5
p_a,UAS19,NW,1,33,26,7,0,7,0,0,7
p_a,UAS19,NW,10,48,40,8,0,8,0,0,8
p_a,UAS19,SE,1e-4,4,4,0,0,0,0,0,0
p_a,UAS19,SE,0.001,7,7,0,0,0,0,0,0
p_a,UAS19,SE,0.01,10,9,1,0,1,0,0,1
p_a,UAS19,SE,0.1,18,15,3,0,3,0,0,3
p_a,UAS19,SE,1,29,22,7,0,7,0,0,7
p_a,UAS19,SE,10,42,33,9,0,9,0,0,9
p_a,UAS19,x,100,65,52,13,0,13,0,0,13
p_a,UAS20,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UAS20,NW,0.001,3,2,1,0,1,0,0,1
p_a,UAS20,NW,0.01,6,4,2,0,2,0,0,2
p_a,UAS20,NW,0.1,8,4,4,0,4,0,0,4
p_a,UAS20,NW,1,9,5,4,0,4,0,0,4
p_a,UAS20,NW,10,19,12,7,0,7,0,0,7
p_a,UAS20,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS20,SE,0.001,2,2,0,0,0,0,0,0
p_a,UAS20,SE,0.01,3,3,0,0,0,0,0,0
p_a,UAS20,SE,0.1,5,4,1,0,1,0,0,1
p_a,UAS20,SE,1,9,8,1,0,1,0,0,1
p_a,UAS20,SE,10,16,13,3,0,3,0,0,3
p_a,UAS20,x,100,23,16,7,0,7,0,0,7
p_a,UAS21,NW,1e-4,6,5,1,0,1,0,0,1
p_a,UAS21,NW,0.001,7,5,2,0,2,0,0,2
p_a,UAS21,NW,0.01,12,10,2,0,2,0,0,2
p_a,UAS21,NW,0.1,24,21,3,0,3,0,0,3
p_a,UAS21,NW,1,30,26,4,1,3,0,0,4
p_a,UAS21,NW,10,43,37,6,1,5,0,0,6
p_a,UAS21,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS21,SE,0.001,3,3,0,0,0,0,0,0
p_a,UAS21,SE,0.01,13,12,1,0,1,0,0,1
p_a,UAS21,SE,0.1,26,22,4,0,4,0,0,4
p_a,UAS21,SE,1,28,24,4,0,4,0,0,4
p_a,UAS21,SE,10,43,36,7,0,7,0,0,7
p_a,UAS21,x,100,55,45,10,1,9,0,0,10
p_a,UAS22,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UAS22,NW,0.001,2,1,1,0,1,0,0,1
p_a,UAS22,NW,0.01,2,1,1,0,1,0,0,1
p_a,UAS22,NW,0.1,5,3,2,0,2,0,0,2
p_a,UAS22,NW,1,8,5,3,1,2,0,0,3
p_a,UAS22,NW,10,9,5,4,1,3,0,0,4
p_a,UAS22,SE,0.001,1,1,0,0,0,0,0,0
p_a,UAS22,SE,0.01,1,1,0,0,0,0,0,0
p_a,UAS22,SE,0.1,2,2,0,0,0,0,0,0
p_a,UAS22,SE,1,5,4,1,0,1,0,0,1
p_a,UAS22,SE,10,9,7,2,1,1,0,0,2
p_a,UAS22,x,100,15,10,5,1,4,0,0,5
p_a,UAS23,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS23,NW,0.001,3,3,0,0,0,0,0,0
p_a,UAS23,NW,0.01,5,5,0,0,0,0,0,0
p_a,UAS23,NW,0.1,7,7,0,0,0,0,0,0
p_a,UAS23,NW,1,10,10,0,0,0,0,0,0
p_a,UAS23,NW,10,14,13,1,0,1,0,0,1
p_a,UAS23,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UAS23,SE,0.001,4,3,1,0,1,0,0,1
p_a,UAS23,SE,0.01,8,7,1,0,1,0,0,1
p_a,UAS23,SE,0.1,14,12,2,0,2,0,0,2
p_a,UAS23,SE,1,16,14,2,0,2,0,0,2
p_a,UAS23,SE,10,26,22,4,0,4,0,0,4
p_a,UAS23,x,100,33,28,5,0,5,0,0,5
p_a,UAS24,NW,1e-4,4,3,1,0,1,0,0,1
p_a,UAS24,NW,0.001,8,4,4,0,4,0,0,4
p_a,UAS24,NW,0.01,10,6,4,0,4,0,0,4
p_a,UAS24,NW,0.1,13,8,5,0,5,0,0,5
p_a,UAS24,NW,1,16,11,5,0,5,0,0,5
p_a,UAS24,NW,10,18,12,6,0,6,0,0,6
p_a,UAS24,SE,1e-4,4,2,2,0,2,0,0,2
p_a,UAS24,SE,0.001,5,3,2,0,2,0,0,2
p_a,UAS24,SE,0.01,6,4,2,0,2,0,0,2
p_a,UAS24,SE,0.1,13,10,3,0,3,0,0,3
p_a,UAS24,SE,1,15,12,3,0,3,0,0,3
p_a,UAS24,SE,10,20,14,6,1,5,0,0,6
p_a,UAS24,x,100,27,20,7,1,6,0,0,7
p_a,UAS25,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS25,NW,0.001,2,2,0,0,0,0,0,0
p_a,UAS25,NW,0.01,6,6,0,0,0,0,0,0
p_a,UAS25,NW,0.1,11,9,2,0,2,0,0,2
p_a,UAS25,NW,1,15,12,3,0,3,0,0,3
p_a,UAS25,NW,10,22,16,6,0,6,0,0,6
p_a,UAS25,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS25,SE,0.001,3,3,0,0,0,0,0,0
p_a,UAS25,SE,0.01,8,7,1,0,1,0,0,1
p_a,UAS25,SE,0.1,10,7,3,0,3,0,0,3
p_a,UAS25,SE,1,17,13,4,0,4,0,0,4
p_a,UAS25,SE,10,24,17,7,1,6,0,0,7
p_a,UAS25,x,100,35,26,9,1,8,0,0,9
p_a,UAS26,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS26,NW,0.001,2,2,0,0,0,0,0,0
p_a,UAS26,NW,0.01,4,4,0,0,0,0,0,0
p_a,UAS26,NW,0.1,7,7,0,0,0,0,0,0
p_a,UAS26,NW,1,12,12,0,0,0,0,0,0
p_a,UAS26,NW,10,21,20,1,1,0,0,0,1
p_a,UAS26,SE,0.01,3,3,0,0,0,0,0,0
p_a,UAS26,SE,0.1,7,7,0,0,0,0,0,0
p_a,UAS26,SE,1,10,10,0,0,0,0,0,0
p_a,UAS26,SE,10,20,19,1,1,0,0,0,1
p_a,UAS26,x,100,27,26,1,1,0,0,0,1
p_a,UAS27,NW,1,2,2,0,0,0,0,0,0
p_a,UAS27,NW,10,3,3,0,0,0,0,0,0
p_a,UAS27,SE,1e-4,1,1,0,0,0,0,0,0
p_a,UAS27,SE,0.001,1,1,0,0,0,0,0,0
p_a,UAS27,SE,0.01,1,1,0,0,0,0,0,0
p_a,UAS27,SE,0.1,2,2,0,0,0,0,0,0
p_a,UAS27,SE,1,3,3,0,0,0,0,0,0
p_a,UAS27,SE,10,6,6,0,0,0,0,0,0
p_a,UAS27,x,100,8,8,0,0,0,0,0,0
p_a,UAS28,NW,1e-4,5,4,1,0,1,0,0,1
p_a,UAS28,NW,0.001,7,6,1,0,1,0,0,1
p_a,UAS28,NW,0.01,9,8,1,0,1,0,0,1
p_a,UAS28,NW,0.1,13,11,2,0,2,0,0,2
p_a,UAS28,NW,1,16,14,2,0,2,0,0,2
p_a,UAS28,NW,10,22,17,5,0,5,0,0,5
p_a,UAS28,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UAS28,SE,0.001,5,4,1,0,1,0,0,1
p_a,UAS28,SE,0.01,8,7,1,0,1,0,0,1
p_a,UAS28,SE,0.1,11,9,2,0,2,0,0,2
p_a,UAS28,SE,1,14,11,3,1,2,0,0,3
p_a,UAS28,SE,10,20,15,5,1,4,0,0,5
p_a,UAS28,x,100,30,22,8,1,7,0,0,8
p_a,UAS29,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UAS29,NW,0.001,3,3,0,0,0,0,0,0
p_a,UAS29,NW,0.01,3,3,0,0,0,0,0,0
p_a,UAS29,NW,0.1,7,7,0,0,0,0,0,0
p_a,UAS29,NW,1,7,7,0,0,0,0,0,0
p_a,UAS29,NW,10,8,8,0,0,0,0,0,0
p_a,UAS29,SE,1e-4,1,1,0,0,0,0,0,0
p_a,UAS29,SE,0.001,4,4,0,0,0,0,0,0
p_a,UAS29,SE,0.01,5,5,0,0,0,0,0,0
p_a,UAS29,SE,0.1,6,6,0,0,0,0,0,0
p_a,UAS29,SE,1,8,8,0,0,0,0,0,0
p_a,UAS29,SE,10,10,9,1,0,1,0,0,1
p_a,UAS29,x,100,11,10,1,0,1,0,0,1
p_a,UAS30,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS30,NW,0.001,3,3,0,0,0,0,0,0
p_a,UAS30,NW,0.01,7,7,0,0,0,0,0,0
p_a,UAS30,NW,0.1,18,17,1,0,1,0,0,1
p_a,UAS30,NW,1,20,18,2,0,2,0,0,2
p_a,UAS30,NW,10,32,27,5,0,5,0,0,5
p_a,UAS30,SE,1e-4,5,5,0,0,0,0,0,0
p_a,UAS30,SE,0.001,8,8,0,0,0,0,0,0
p_a,UAS30,SE,0.01,10,9,1,0,1,0,0,1
p_a,UAS30,SE,0.1,21,18,3,0,3,0,0,3
p_a,UAS30,SE,1,25,21,4,0,4,0,0,4
p_a,UAS30,SE,10,29,24,5,0,5,0,0,5
p_a,UAS30,x,100,39,33,6,0,6,0,0,6
p_a,UAS31,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS31,NW,0.001,3,2,1,0,1,0,0,1
p_a,UAS31,NW,0.01,4,3,1,0,1,0,0,1
p_a,UAS31,NW,0.1,9,6,3,0,3,0,0,3
p_a,UAS31,NW,1,21,12,9,1,8,0,0,9
p_a,UAS31,NW,10,30,18,12,1,11,0,0,12
p_a,UAS31,SE,1e-4,4,4,0,0,0,0,0,0
p_a,UAS31,SE,0.001,5,5,0,0,0,0,0,0
p_a,UAS31,SE,0.01,9,7,2,0,2,0,0,2
p_a,UAS31,SE,0.1,18,15,3,0,3,0,0,3
p_a,UAS31,SE,1,22,19,3,0,3,0,0,3
p_a,UAS31,SE,10,32,25,7,1,6,0,0,7
p_a,UAS31,x,100,41,28,13,1,12,0,0,13
p_a,UAS32,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS32,NW,0.001,2,2,0,0,0,0,0,0
p_a,UAS32,NW,0.01,7,7,0,0,0,0,0,0
p_a,UAS32,NW,0.1,11,10,1,0,1,0,0,1
p_a,UAS32,NW,1,16,13,3,0,3,0,0,3
p_a,UAS32,NW,10,28,21,7,1,6,0,0,7
p_a,UAS32,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS32,SE,0.001,4,3,1,0,1,0,0,1
p_a,UAS32,SE,0.01,5,4,1,0,1,0,0,1
p_a,UAS32,SE,0.1,14,11,3,0,3,0,0,3
p_a,UAS32,SE,1,18,14,4,0,4,0,0,4
p_a,UAS32,SE,10,25,21,4,0,4,0,0,4
p_a,UAS32,x,100,44,36,8,1,7,0,0,8
p_a,UAS33,NW,0.1,5,5,0,0,0,0,0,0
p_a,UAS33,NW,1,13,13,0,0,0,0,0,0
p_a,UAS33,NW,10,23,23,0,0,0,0,0,0
p_a,UAS33,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS33,SE,0.001,3,3,0,0,0,0,0,0
p_a,UAS33,SE,0.01,3,3,0,0,0,0,0,0
p_a,UAS33,SE,0.1,7,7,0,0,0,0,0,0
p_a,UAS33,SE,1,13,13,0,0,0,0,0,0
p_a,UAS33,SE,10,18,18,0,0,0,0,0,0
p_a,UAS33,x,100,32,31,1,1,0,0,1,0
p_a,UAS34,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UAS34,NW,0.001,3,3,0,0,0,0,0,0
p_a,UAS34,NW,0.01,5,5,0,0,0,0,0,0
p_a,UAS34,NW,0.1,8,7,1,0,1,0,0,1
p_a,UAS34,NW,1,12,11,1,0,1,0,0,1
p_a,UAS34,NW,10,17,15,2,0,2,0,0,2
p_a,UAS34,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UAS34,SE,0.001,2,2,0,0,0,0,0,0
p_a,UAS34,SE,0.01,3,3,0,0,0,0,0,0
p_a,UAS34,SE,0.1,8,7,1,0,1,0,0,1
p_a,UAS34,SE,1,10,9,1,0,1,0,0,1
p_a,UAS34,SE,10,17,15,2,0,2,0,0,2
p_a,UAS34,x,100,22,19,3,0,3,0,0,3
p_a,UAS35,NW,0.01,5,5,0,0,0,0,0,0
p_a,UAS35,NW,0.1,11,11,0,0,0,0,0,0
p_a,UAS35,NW,1,13,13,0,0,0,0,0,0
p_a,UAS35,NW,10,29,29,0,0,0,0,0,0
p_a,UAS35,SE,0.001,1,1,0,0,0,0,0,0
p_a,UAS35,SE,0.01,3,3,0,0,0,0,0,0
p_a,UAS35,SE,0.1,6,6,0,0,0,0,0,0
p_a,UAS35,SE,1,13,13,0,0,0,0,0,0
p_a,UAS35,SE,10,26,26,0,0,0,0,0,0
p_a,UAS35,x,100,37,37,0,0,0,0,0,0
p_a,UAS36,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UAS36,NW,0.001,4,4,0,0,0,0,0,0
p_a,UAS36,NW,0.01,10,10,0,0,0,0,0,0
p_a,UAS36,NW,0.1,15,13,2,0,2,0,0,2
p_a,UAS36,NW,1,18,16,2,0,2,0,0,2
p_a,UAS36,NW,10,27,23,4,2,2,0,1,3
p_a,UAS36,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UAS36,SE,0.001,4,4,0,0,0,0,0,0
p_a,UAS36,SE,0.01,7,7,0,0,0,0,0,0
p_a,UAS36,SE,0.1,10,10,0,0,0,0,0,0
p_a,UAS36,SE,1,14,14,0,0,0,0,0,0
p_a,UAS36,SE,10,20,19,1,1,0,0,0,1
p_a,UAS36,x,100,42,38,4,2,2,0,1,3
p_a,UAS37,NW,0.01,1,1,0,0,0,0,0,0
p_a,UAS37,NW,0.1,3,3,0,0,0,0,0,0
p_a,UAS37,NW,1,4,4,0,0,0,0,0,0
p_a,UAS37,NW,10,9,9,0,0,0,0,0,0
p_a,UAS37,SE,0.001,1,1,0,0,0,0,0,0
p_a,UAS37,SE,0.01,2,2,0,0,0,0,0,0
p_a,UAS37,SE,0.1,3,3,0,0,0,0,0,0
